What%20is%20the%20name%20of%20the%20gang%20that%20Ponyboy%20is%20a%20part%20of%20in%20the%20book%2C%20The%20Outsiders%3F,The%20Greasers
Which%20of%20these%20does%20Charlie%20NOT%20read%20in%20The%20Perks%20of%20Being%20a%20Wallflower%3F,The%20Grapes%20of%20Wrath
In%20%22Little%20Women%22%2C%20which%20of%20the%20March%20sisters%20married%20Laurie%3F,Amy
In%20the%20Harry%20Potter%20universe%2C%20who%20does%20Draco%20Malfoy%20end%20up%20marrying%3F,Astoria%20Greengrass
Who%20wrote%20%22A%20Tale%20of%20Two%20Cities%22%3F,Charles%20Dickens
%22Green%20Eggs%20And%20Ham%22%20is%20a%20book%20by%20which%20author%3F,Dr.%20Seuss
In%20the%20Harry%20Potter%20universe%2C%20what%20is%20Cornelius%20Fudge%27s%20middle%20name%3F,Oswald
What%20was%20Sir%20Handel%27s%20original%20name%20in%20%22The%20Railway%20Series%22%20and%20it%27s%20animated%20counterpart%20%22Thomas%20and%20Friends%3F%22,Falcon
In%20The%20Lies%20Of%20Locke%20Lamora%2C%20what%20does%20%22Lamora%22%20mean%20in%20Throne%20Therin%3F,Shadow
What%20is%20the%20make%20and%20model%20of%20the%20tour%20vehicles%20in%20%22Jurassic%20Park%22%20%281990%29%3F,1989%20Toyota%20Land%20Cruiser
Who%20was%20the%20author%20of%20the%201954%20novel%2C%20%22Lord%20of%20the%20Flies%22%3F,William%20Golding
Who%20wrote%20the%20novel%20%22Moby-Dick%22%3F,Herman%20Melville
Originally%2C%20the%20character%20Charlie%20from%20Charlie%20and%20the%20Chocolate%20Factory%20was%20going%20to%20be%20black.,True
How%20many%20books%20are%20in%20the%20Chronicles%20of%20Narnia%20series%3F,7
Who%20wrote%20the%20young%20adult%20novel%20%22The%20Fault%20in%20Our%20Stars%22%3F,John%20Green
Which%20author%20and%20poet%20famously%20wrote%20the%20line%2C%20%22The%20female%20of%20the%20species%20is%20more%20deadly%20than%20the%20male%22%3F,Rudyard%20Kipling
In%20the%20Magic%3A%20The%20Gathering%20universe%2C%20which%20plane%20does%20the%20Homelands%20expansion%20take%20place%20in%3F,Ulgrotha
In%20Margaret%20Atwood%27s%20%22The%20Handmaid%27s%20Tale%22%2C%20what%20is%20Offred%27s%20real%20name%20is%20implied%20to%20be%3F,June
%22Green%20Eggs%20and%20Ham%22%20consists%20of%20only%2050%20different%20words.,True
Who%20wrote%20the%20%22A%20Song%20of%20Ice%20And%20Fire%22%20fantasy%20novel%20series%3F,George%20R.%20R.%20Martin
In%20Alice%20in%20Wonderland%2C%20what%20is%20the%20name%20of%20Alice%27s%20kitten%3F,Dinah
Which%20famous%20spy%20novelist%20wrote%20the%20childrens%27%20story%20%22Chitty-Chitty-Bang-Bang%22%3F,Ian%20Fleming
In%20the%20Magic%3A%20The%20Gathering%20universe%2C%20%20the%20Antiquities%2C%20Ice%20Age%2C%20and%20Alliances%20expansions%20take%20place%20on%20which%20continent%3F,Terisiare
In%20the%20book%20series%20%22Odd%20Thomas%22%2C%20Danny%20Jessup%20has%20what%20genetic%20disease%3F%20,%20Osteogenesis%20Imperfecta
Which%20of%20the%20following%20was%20the%20author%20of%20%22Username%20Evie%22%3F,Joe%20Sugg
What%20is%20the%20title%20of%20the%20first%20Sherlock%20Holmes%20book%20by%20Arthur%20Conan%20Doyle%3F,A%20Study%20in%20Scarlet
The%20novel%20%22Jane%20Eyre%22%20was%20written%20by%20what%20author%3F%20,Charlotte%20Bront%C3%AB
In%20the%20novel%20%22Lord%20of%20the%20Rings%22%2C%20how%20many%20rings%20of%20power%20were%20given%20to%20the%20race%20of%20man%3F,9
Which%20novel%20by%20John%20Grisham%20was%20conceived%20on%20a%20road%20trip%20to%20Florida%20while%20thinking%20about%20stolen%20books%20with%20his%20wife%3F,Camino%20Island
Who%20is%20the%20author%20of%20the%20series%20%22Malazan%20Book%20of%20the%20Fallen%22%3F,Steven%20Erikson
What%27s%20Harry%20Potter%27s%20dad%27s%20name%3F,James%20Potter
